Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de vélo moyenne,Cadence de vélo maximale,Vitesse moyenne,Vitesse max,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Cadence de vélo moyenne,Cadence de vélo maximale,Normalized Power® (NP®),Equilibre G/D,Training Stress Score® (TSS®),Puissance moyenne maximale (20 min),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de mouvements,SWOLF moyen,Fréquence moy. des coups,Total des répétitions,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de circuits,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Cyclisme sur route,2021-08-25 07:27:42,false,"Marseille Cyclisme sur route","149,49","2.731","04:47:34","151","178","--","0","0","31,2","66,3","1.467","1.467","0,00","0,0","0,0","0","85","131","--","--","0,0","--","0","0","0,0","0,0","22330","0","0","0","0:00","16,0","0:00","Non","04:47:33.63","1","30,0","--","--","--","04:47:24","05:04:38","22","437"
Cyclisme sur route,2021-08-23 11:27:48,false,"Marseille - Intervalles d'effort maximal","33,19","672","01:20:52","135","173","--","0","0","24,6","56,6","562","567","0,00","0,0","0,0","0","80","135","--","--","0,0","--","0","0","0,0","0,0","5896","0","0","0","0:00","21,0","0:00","Non","01:00.00","18","30,0","--","--","--","01:20:44","01:26:22","39","250"
Cyclisme sur route,2021-08-22 17:06:19,false,"Marseille Cyclisme sur route","50,77","1.088","01:56:11","145","177","--","0","0","26,2","65,2","813","814","0,00","0,0","0,0","0","80","118","--","--","0,0","--","0","0","0,0","0,0","8790","0","0","0","0:00","24,0","0:00","Non","01:56:10.59","1","28,0","--","--","--","01:56:08","01:56:13","50","350"
Cyclisme sur route,2021-08-19 08:01:05,false,"Marseille Cyclisme sur route","79,66","1.940","02:49:04","156","180","--","0","0","28,3","61,1","1.307","1.333","0,00","0,0","0,0","0","81","131","--","--","0,0","--","0","0","0,0","0,0","12632","0","0","0","0:00","14,0","0:00","Non","02:49:04.14.3","1","25,0","--","--","--","02:49:04","03:05:57","5","432"
Cyclisme sur route,2021-08-16 07:40:39,false,"Marseille - Intervalles d'effort maximal","34,93","756","01:21:49","142","176","--","0","0","25,6","59,0","566","581","0,00","0,0","0,0","0","76","119","--","--","0,0","--","0","0","0,0","0,0","5605","0","0","0","0:00","21,0","0:00","Non","00:00.00","25","24,0","--","--","--","01:15:35","01:23:02","46","264"
Cyclisme sur route,2021-08-13 09:22:53,false,"Marseille Cyclisme sur route","38,41","821","01:29:23","141","174","--","0","0","25,8","56,8","614","619","0,00","0,0","0,0","0","78","127","--","--","0,0","--","0","0","0,0","0,0","6356","0","0","0","0:00","20,0","0:00","Non","01:29:23.39.9","1","27,0","--","--","--","01:29:20","01:30:34","49","316"
Cyclisme sur route,2021-08-12 11:29:52,false,"Marseille - Échappées (3 fois)","33,63","701","01:19:06","138","170","--","0","0","25,5","54,7","608","650","0,00","0,0","0,0","0","74","110","--","--","0,0","--","0","0","0,0","0,0","5016","0","0","0","0:00","25,0","0:00","Non","00:00.00","15","34,0","--","--","--","01:16:33","01:24:07","38","260"
Cyclisme sur route,2021-08-11 07:21:06,false,"Marseille Cyclisme sur route","87,03","1.723","03:21:22","143","178","--","0","0","25,9","60,3","1.187","1.159","0,00","0,0","0,0","0","73","138","--","--","0,0","--","0","0","0,0","0,0","12564","0","0","0","0:00","16,0","0:00","Non","03:21:21.63.4","1","39,0","--","--","--","03:21:03","03:36:42","121","803"
Cyclisme sur route,2021-08-10 21:26:49,false,"Cyclisme sur route","0,00","1","00:00:18,6","112","117","--","0","0","--","--","--","--","0,00","0,0","0,0","0","67","94","--","--","0,0","--","0","0","0,0","0,0","8","0","0","0","0:00","20,0","0:00","Non","00:18.57.5","1","20,0","--","--","--","00:00:00","00:00:18,6","-25","-23"
Cyclisme sur route,2021-08-09 07:59:59,false,"Marseille - Aérobie zone 2","51,28","1.064","01:59:48","141","169","--","0","0","25,7","58,1","787","835","0,00","0,0","0,0","0","80","123","--","--","0,0","--","0","0","0,0","0,0","8897","0","0","0","0:00","14,0","0:00","Non","00:00.00","1","25,0","--","--","--","00:00:00","02:06:44","21","322"
Cyclisme sur route,2021-08-06 07:28:59,false,"Marseille Cyclisme sur route","138,00","2.668","05:10:11","142","177","--","0","0","26,7","66,4","1.482","1.464","0,00","0,0","0,0","0","80","127","--","--","0,0","--","0","0","0,0","0,0","22533","0","0","0","0:00","18,0","0:00","Non","05:10:11.31.8","1","36,0","--","--","--","05:09:40","06:09:22","76","810"
Cyclisme sur route,2021-08-05 07:45:31,false,"Marseille Cyclisme sur route","54,62","1.340","02:09:43","152","179","--","0","0","25,3","63,7","1.034","1.033","0,00","0,0","0,0","0","79","139","--","--","0,0","--","0","0","0,0","0,0","9387","0","0","0","0:00","16,0","0:00","Non","02:09:42.63.4","1","19,0","--","--","--","02:09:39","02:10:02","-55","254"
Cyclisme sur route,2021-07-29 09:03:25,false,"Bourg-Saint-Maurice Cyclisme sur route","122,20","3.303","05:49:10","145","169","--","0","0","21,0","66,1","3.036","3.058","0,00","0,0","0,0","0","75","228","--","--","0,0","--","0","0","0,0","0,0","22004","0","0","0","0:00","11,0","0:00","Non","05:49:10.42.1","1","32,0","--","--","--","05:44:36","06:26:03","837","2.716"
Cyclisme sur route,2021-07-29 09:03:25,false,"Bourg-Saint-Maurice Cyclisme sur route","122,20","3.303","05:49:10","145","169","--","0","0","21,0","66,1","3.036","3.058","0,00","0,0","0,0","0","75","228","--","--","0,0","--","0","0","0,0","0,0","22004","0","0","0","0:00","11,0","0:00","Non","05:49:10.42.1","1","32,0","--","--","--","05:44:36","06:26:03","837","2.716"
Cyclisme sur route,2021-07-27 07:38:56,false,"Bourg-Saint-Maurice Cyclisme sur route","88,91","2.469","04:14:17","145","173","--","0","0","21,0","61,3","2.440","2.442","0,00","0,0","0,0","0","75","197","--","--","0,0","--","0","0","0,0","0,0","15357","0","0","0","0:00","11,0","0:00","Non","04:14:16.94.7","1","22,0","--","--","--","04:14:07","04:29:50","880","1.999"
Cyclisme sur route,2021-07-25 08:41:01,false,"Bourg-Saint-Maurice Cyclisme sur route","89,60","2.311","03:57:30","147","174","--","0","0","22,6","59,9","2.110","2.248","0,00","0,0","0,0","0","77","115","--","--","0,0","--","0","0","0,0","0,0","14617","0","0","0","0:00","12,0","0:00","Non","34:33.87.1","3","26,0","--","--","--","03:57:26","04:17:54","805","2.132"
Cyclisme sur route,2021-07-21 07:21:45,false,"Agde Cyclisme sur route","118,74","2.359","04:03:00","150","172","--","0","0","29,3","53,6","1.022","1.030","0,00","0,0","0,0","0","83","124","--","--","0,0","--","0","0","0,0","0,0","19081","0","0","0","0:00","18,0","0:00","Non","04:02:59.97.2","1","34,0","--","--","--","04:02:53","04:11:44","12","391"
Cyclisme sur route,2021-07-19 08:02:10,false,"Agde Cyclisme sur route","56,75","1.172","01:54:10","146","167","--","0","0","29,8","54,1","124","134","0,00","0,0","0,0","0","79","127","--","--","0,0","--","0","0","0,0","0,0","8587","0","0","0","0:00","22,0","0:00","Non","01:54:10.45.3","1","29,0","--","--","--","01:54:06","02:02:28","-3","37"
Cyclisme sur route,2021-07-17 10:59:08,false,"Agde Cyclisme sur route","96,33","2.005","03:15:23","151","175","--","0","0","29,6","67,3","764","774","0,00","0,0","0,0","0","82","139","--","--","0,0","--","0","0","0,0","0,0","14990","0","0","0","0:00","18,0","0:00","Non","03:15:22.71.2","1","30,0","--","--","--","03:15:18","03:18:30","6","245"
Cyclisme sur route,2021-07-14 09:54:20,false,"Agde - Séance lactique","56,71","1.133","01:50:20","150","172","--","0","0","30,8","55,3","140","152","0,00","0,0","0,0","0","86","120","--","--","0,0","--","0","0","0,0","0,0","9018","0","0","0","0:00","19,0","0:00","Non","00:00.00","12","25,0","--","--","--","01:20:08","01:53:59","13","54"
Cyclisme sur route,2021-07-12 22:21:59,false,"Agde Cyclisme sur route","39,23","779","01:23:30","137","160","--","0","0","28,2","61,9","158","166","0,00","0,0","0,0","0","85","133","--","--","0,0","--","0","0","0,0","0,0","6849","0","0","0","0:00","15,0","0:00","Non","01:23:30.27.4","1","20,0","--","--","--","01:23:30","01:25:52","-23","17"
Cyclisme sur route,2021-07-11 07:53:08,false,"Agde Cyclisme sur route","72,56","1.425","02:24:03","150","176","--","0","0","30,2","59,0","408","416","0,00","0,0","0,0","0","86","126","--","--","0,0","--","0","0","0,0","0,0","11664","0","0","0","0:00","19,0","0:00","Non","02:24:02.93.4","1","27,0","--","--","--","02:23:58","02:33:41","-7","98"
Cyclisme sur route,2021-07-08 10:14:58,false,"Marseille Cyclisme sur route","54,11","1.323","02:07:20","155","177","--","0","0","25,5","63,7","1.132","1.115","0,00","0,0","0,0","0","81","124","--","--","0,0","--","0","0","0,0","0,0","9024","0","0","0","0:00","18,0","0:00","Non","02:07:19.63.6","1","23,0","--","--","--","02:07:15","02:10:08","41","368"
Cyclisme sur route,2021-07-05 08:05:35,false,"Marseille Cyclisme sur route","34,79","796","01:20:01","147","178","--","0","0","26,1","61,3","563","585","0,00","0,0","0,0","0","81","127","--","--","0,0","--","0","0","0,0","0,0","6132","0","0","0","0:00","19,0","0:00","Non","00:00.00","12","24,0","--","--","--","00:31:40","01:20:01","44","320"
Cyclisme sur route,2021-07-03 06:40:18,false,"Marseille Cyclisme sur route","154,01","2.692","05:36:23","143","175","--","0","0","27,5","62,1","1.996","2.011","0,00","0,0","0,0","0","78","177","--","--","0,0","--","0","0","0,0","0,0","23098","0","0","0","0:00","17,0","0:00","Non","05:36:23.04.6","1","34,0","--","--","--","05:36:02","06:13:23","-2","588"
Cyclisme sur route,2021-07-01 07:37:04,false,"Marseille Cyclisme sur route","103,25","1.807","03:54:09","142","180","--","0","0","26,5","70,8","1.454","1.461","0,00","0,0","0,0","0","78","208","--","--","0,0","--","0","0","0,0","0,0","16086","0","0","0","0:00","18,0","0:00","Non","03:54:08.59.9","1","28,0","--","--","--","03:54:03","04:03:17","32","454"
Cyclisme sur route,2021-06-29 08:01:09,false,"Marseille Cyclisme sur route","40,82","848","01:35:58","147","170","--","0","0","25,5","64,9","705","714","0,00","0,0","0,0","0","82","119","--","--","0,0","--","0","0","0,0","0,0","7193","0","0","0","0:00","19,0","0:00","Non","01:35:58.29.9","1","22,0","--","--","--","01:35:58","01:35:58","39","317"
Cyclisme sur route,2021-06-27 06:42:56,false,"Sorgues Cyclisme sur route","185,59","2.771","07:39:03","141","171","--","0","0","24,3","61,3","2.877","2.861","0,00","0,0","0,0","0","79","184","--","--","0,0","--","0","0","0,0","0,0","30740","0","0","0","0:00","14,0","0:00","Non","07:39:03.31.4","1","36,0","--","--","--","07:28:29","10:09:41","-37","1.843"
Cyclisme sur route,2021-06-25 07:40:14,false,"Marseille Cyclisme sur route","62,03","879","02:18:29","146","171","--","0","0","26,9","63,8","706","713","0,00","0,0","0,0","0","83","143","--","--","0,0","--","0","0","0,0","0,0","10419","0","0","0","0:00","17,0","0:00","Non","02:18:29.20.7","1","21,0","--","--","--","02:18:21","02:19:31","31","371"
Cyclisme sur route,2021-06-23 07:54:41,false,"Marseille - force& vélocité","56,06","877","02:07:36","151","169","--","0","0","26,4","59,7","893","896","0,00","0,0","0,0","0","81","122","--","--","0,0","--","0","0","0,0","0,0","9915","0","0","0","0:00","18,0","0:00","Non","05:00.00","13","24,0","--","--","--","02:07:33","02:07:56","96","394"
Cyclisme sur route,2021-06-20 11:00:39,false,"Marseille Cyclisme sur route","27,56","494","01:09:38","145","171","--","0","0","23,7","55,6","544","547","0,00","0,0","0,0","0","81","154","--","--","0,0","--","0","0","0,0","0,0","4540","0","0","0","0:00","23,0","0:00","Non","01:09:37.62.5","1","29,0","--","--","--","01:09:38","01:11:38","-157","113"
Cyclisme sur route,2021-06-17 07:28:17,false,"Marseille Cyclisme sur route","136,67","2.127","05:46:04","150","191","--","0","0","23,7","58,6","2.558","2.616","0,00","0,0","0,0","0","79","218","--","--","0,0","--","0","0","0,0","0,0","23229","0","0","0","0:00","20,0","0:00","Non","02:42:58.23.7","2","32,0","--","--","--","05:45:10","06:04:50","73","1.001"
Cyclisme sur route,2021-06-14 07:59:30,false,"Marseille Cyclisme sur route","34,83","598","01:23:18","151","176","--","0","0","25,1","57,8","729","737","0,00","0,0","0,0","0","78","114","--","--","0,0","--","0","0","0,0","0,0","5460","0","0","0","0:00","21,0","0:00","Non","01:23:17.59.9","1","25,0","--","--","--","01:23:10","01:24:09","20","289"
Cyclisme sur route,2021-06-12 07:33:13,false,"Saint-Ferréol-d'Auroure Cyclisme sur route","116,80","1.696","04:46:38","148","186","--","0","0","24,4","55,4","2.089","2.150","0,00","0,0","0,0","0","78","167","--","--","0,0","--","0","0","0,0","0,0","19778","0","0","0","0:00","13,0","0:00","Non","04:46:38.00.1","1","30,0","--","--","--","04:45:54","05:05:58","453","945"
Cyclisme sur route,2021-06-10 08:03:11,false,"Marseille Cyclisme sur route","34,80","637","01:25:15","152","184","--","0","0","24,5","54,5","735","734","0,00","0,0","0,0","0","78","115","--","--","0,0","--","0","0","0,0","0,0","5636","0","0","0","0:00","17,0","0:00","Non","01:25:14.87.4","1","23,0","--","--","--","01:25:10","01:26:09","23","295"
Cyclisme sur route,2021-06-09 11:50:49,false,"Marseille Cyclisme sur route","80,26","1.152","03:09:36","151","174","--","0","0","25,4","58,8","1.282","1.283","0,00","0,0","0,0","0","80","119","--","--","0,0","--","0","0","0,0","0,0","14257","0","0","0","0:00","22,0","0:00","Non","03:09:35.96.7","1","33,0","--","--","--","03:09:31","03:15:44","28","418"
Cyclisme sur route,2021-06-05 06:37:33,false,"Marseille Cyclisme sur route","135,54","1.909","05:15:28","152","194","--","0","0","25,8","60,2","2.017","1.984","0,00","0,0","0,0","0","79","203","--","--","0,0","--","0","0","0,0","0,0","21517","0","0","0","0:00","15,0","0:00","Non","05:15:28.03.3","1","30,0","--","--","--","05:14:34","05:48:57","10","710"
Cyclisme sur route,2021-06-03 07:39:49,false,"Marseille Cyclisme sur route","32,95","600","01:11:46","162","209","--","0","0","27,5","58,7","556","554","0,00","0,0","0,0","0","82","128","--","--","0,0","--","0","0","0,0","0,0","5350","0","0","0","0:00","17,0","0:00","Non","01:11:46.07.1","1","20,0","--","--","--","01:11:40","01:17:18","407","677"
Cyclisme sur route,2021-06-01 11:07:21,false,"Marseille Cyclisme sur route","51,48","809","01:55:09","154","183","--","0","0","26,8","61,6","933","934","0,00","0,0","0,0","0","82","167","--","--","0,0","--","0","0","0,0","0,0","8457","0","0","0","0:00","20,0","0:00","Non","01:55:08.95","1","28,0","--","--","--","01:55:09","01:55:09","54","362"
Cyclisme sur route,2021-05-29 06:38:21,false,"Marseille Cyclisme sur route","148,31","1.966","05:17:43","148","189","--","0","0","28,0","59,3","1.620","1.603","0,00","0,0","0,0","0","81","130","--","--","0,0","--","0","0","0,0","0,0","23275","0","0","0","0:00","11,0","0:00","Non","05:17:43.34.1","1","28,0","--","--","--","05:17:43","06:10:03","6","674"
Cyclisme sur route,2021-05-26 08:10:45,false,"Marseille Cyclisme sur route","80,52","1.235","03:24:59","153","188","--","0","0","23,6","62,3","1.629","1.632","0,00","0,0","0,0","0","78","129","--","--","0,0","--","0","0","0,0","0,0","14290","0","0","0","0:00","13,0","0:00","Non","03:24:59.37.5","1","22,0","--","--","--","03:24:44","03:27:29","25","387"
Cyclisme sur route,2021-05-25 08:05:57,false,"Marseille Cyclisme sur route","38,33","705","01:28:40","158","180","--","0","0","25,9","62,9","694","700","0,00","0,0","0,0","0","75","141","--","--","0,0","--","0","0","0,0","0,0","6157","0","0","0","0:00","11,0","0:00","Non","01:28:39.97.5","1","17,0","--","--","--","01:28:39","01:28:44","36","322"
Cyclisme sur route,2021-05-20 14:08:14,false,"Marseille Cyclisme sur route","73,70","1.095","02:51:39","154","176","--","0","0","25,8","62,5","1.305","1.298","0,00","0,0","0,0","0","82","128","--","--","0,0","--","0","0","0,0","0,0","12965","0","0","0","0:00","19,0","0:00","Non","02:51:38.82","1","27,0","--","--","--","02:51:36","02:53:19","28","393"
Cyclisme sur route,2021-05-19 11:29:58,false,"Marseille Cyclisme sur route","30,23","520","01:14:24","148","179","--","0","0","24,4","61,3","626","625","0,00","0,0","0,0","0","79","116","--","--","0,0","--","0","0","0,0","0,0","4839","0","0","0","0:00","17,0","0:00","Non","01:14:24.12.6","1","24,0","--","--","--","01:14:14","01:20:56","37","321"
Cyclisme,2021-05-18 11:52:01,false,"Marseille Cyclisme","23,41","836","01:31:26","145","183","3,2","0","0","15,4","46,1","656","656","0,00","0,0","0,0","0","0","0","--","--","0,0","--","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","Non","09:21.98.7","5","0,0","--","--","--","01:28:34","01:39:52","4","245"
Cyclisme sur route,2021-05-15 07:43:24,false,"Agde Cyclisme sur route","67,25","766","02:24:33","134","167","--","0","0","27,9","44,6","394","393","0,00","0,0","0,0","0","83","125","--","--","0,0","--","0","0","0,0","0,0","10347","0","0","0","0:00","12,0","0:00","Non","02:24:32.66.4","1","19,0","--","--","--","02:24:18","02:44:10","1","94"
Cyclisme sur route,2021-05-14 08:24:49,false,"Agde Cyclisme sur route","48,97","720","01:37:28","155","177","--","0","0","30,1","55,0","243","252","0,00","0,0","0,0","0","85","132","--","--","0,0","--","0","0","0,0","0,0","7978","0","0","0","0:00","11,0","0:00","Non","01:37:27.78.4","1","18,0","--","--","--","01:37:28","01:41:21","-1","42"
Cyclisme sur route,2021-05-08 07:04:45,false,"Marseille Cyclisme sur route","126,15","1.696","04:39:49","145","180","--","0","0","27,1","59,1","1.692","1.680","0,00","0,0","0,0","0","80","168","--","--","0,0","--","0","0","0,0","0,0","19166","0","0","0","0:00","10,0","0:00","Non","04:39:49.12.1","1","28,0","--","--","--","04:39:12","05:12:14","3","412"
Cyclisme sur route,2021-05-06 10:57:44,false,"Marseille Cyclisme sur route","67,06","1.087","02:31:38","155","180","--","0","0","26,5","62,7","1.214","1.212","0,00","0,0","0,0","0","81","128","--","--","0,0","--","0","0","0,0","0,0","11368","0","0","0","0:00","17,0","0:00","Non","02:31:37.73.7","1","24,0","--","--","--","02:31:34","02:41:00","-21","337"
Cyclisme sur route,2021-05-03 11:08:39,false,"Marseille - Intervalles d'effort maximal","37,83","544","01:28:47","143","181","--","0","0","25,6","56,8","653","664","0,00","0,0","0,0","0","81","122","--","--","0,0","--","0","0","0,0","0,0","6510","0","0","0","0:00","16,0","0:00","Non","00:05.00","26","22,0","--","--","--","01:28:42","01:30:34","94","337"
Cyclisme sur route,2021-04-30 12:39:35,false,"Marseille Cyclisme sur route","100,03","1.377","03:40:07","153","176","--","0","0","27,3","55,1","1.447","1.459","0,00","0,0","0,0","0","82","122","--","--","0,0","--","0","0","0,0","0,0","16679","0","0","0","0:00","11,0","0:00","Non","03:40:06.78.8","1","17,0","--","--","--","03:40:06","03:43:34","-5","457"
Cyclisme sur route,2021-04-28 16:19:34,false,"Marseille - Intervalles d'effort maximal","35,20","638","01:19:50","154","191","--","0","0","26,4","55,1","610","633","0,00","0,0","0,0","0","81","122","--","--","0,0","--","0","0","0,0","0,0","5807","0","0","0","0:00","14,0","0:00","Non","00:00.00","25","18,0","--","--","--","01:14:12","01:20:37","45","254"
Cyclisme sur route,2021-04-26 11:21:15,false,"Marseille - Intervalles en zone 5 (6 fois)","29,46","496","01:13:13","146","192","--","0","0","24,1","56,3","447","522","0,00","0,0","0,0","0","80","117","--","--","0,0","--","0","0","0,0","0,0","5020","0","0","0","0:00","19,0","0:00","Non","00:30.00","19","26,0","--","--","--","01:11:34","01:14:54","23","300"
Cyclisme sur route,2021-04-26 11:19:00,false,"Marseille Cyclisme sur route","0,62","8","00:01:57,6","109","141","--","0","0","19,0","25,0","8","3","0,00","0,0","0,0","0","72","89","--","--","0,0","--","0","0","0,0","0,0","118","0","0","0","0:00","17,0","0:00","Non","01:57.59.9","1","19,0","--","--","--","00:01:57","00:01:57,6","38","51"
Cyclisme sur route,2021-04-24 07:28:08,false,"Marseille Cyclisme sur route","142,40","2.057","05:15:31","153","181","--","0","0","27,1","67,9","1.845","1.837","0,00","0,0","0,0","0","81","135","--","--","0,0","--","0","0","0,0","0,0","22474","0","0","0","0:00","8,0","0:00","Non","05:15:31.30.2","1","26,0","--","--","--","05:15:03","05:41:09","31","788"
Cyclisme sur route,2021-04-20 11:56:18,false,"Marseille - Intervalles d'effort maximal","35,77","591","01:21:35","148","179","--","0","0","26,3","52,6","594","632","0,00","0,0","0,0","0","80","126","--","--","0,0","--","0","0","0,0","0,0","5921","0","0","0","0:00","17,0","0:00","Non","00:38.20","19","23,0","--","--","--","01:21:21","01:23:21","35","316"
Cyclisme sur route,2021-04-18 07:53:39,false,"Marseille Cyclisme sur route","71,03","1.230","02:48:52","155","181","--","0","0","25,2","58,2","1.401","1.394","0,00","0,0","0,0","0","82","133","--","--","0,0","--","0","0","0,0","0,0","12271","0","0","0","0:00","3,0","0:00","Non","02:48:51.59.8","1","15,0","--","--","--","02:48:41","02:57:32","55","421"
Cyclisme sur route,2021-04-15 11:32:05,false,"Marseille Cyclisme sur route","53,58","1.090","02:05:35","155","183","--","0","0","25,6","59,5","1.136","1.178","0,00","0,0","0,0","0","84","169","--","--","0,0","--","0","0","0,0","0,0","9794","0","0","0","0:00","13,0","0:00","Non","02:05:35.11.2","1","24,0","--","--","--","02:05:34","02:12:53","36","378"
Cyclisme sur route,2021-04-14 11:14:29,false,"Marseille Cyclisme sur route","54,80","893","02:00:54","153","182","--","0","0","27,2","62,6","674","655","0,00","0,0","0,0","0","87","135","--","--","0,0","--","0","0","0,0","0,0","9599","0","0","0","0:00","13,0","0:00","Non","18:52.99.9","3","21,0","--","--","--","02:00:41","02:03:07","34","327"
Cyclisme sur route,2021-04-13 12:26:14,false,"Marseille - Intervalles sprint de 30 secondes","39,65","819","01:27:02","145","216","--","0","0","27,3","60,7","512","590","0,00","0,0","0,0","0","82","145","--","--","0,0","--","0","0","0,0","0,0","6699","0","0","0","0:00","14,0","0:00","Non","00:05.00","20","21,0","--","--","--","01:26:59","01:31:59","44","330"
Cyclisme sur route,2021-04-10 07:51:10,false,"Marseille Cyclisme sur route","114,98","2.513","04:21:20","156","190","--","0","0","26,4","60,6","1.563","1.530","0,00","0,0","0,0","0","82","143","--","--","0,0","--","0","0","0,0","0,0","19027","0","0","0","0:00","8,0","0:00","Non","04:21:20.49.4","1","15,0","--","--","--","04:21:01","04:54:22","15","740"
Cyclisme sur route,2021-04-08 11:42:30,false,"Marseille - Échappées (3 fois)","32,66","759","01:16:40","154","181","--","0","0","25,6","58,5","632","661","0,00","0,0","0,0","0","83","124","--","--","0,0","--","0","0","0,0","0,0","5558","0","0","0","0:00","13,0","0:00","Non","00:00.00","15","18,0","--","--","--","01:12:42","01:16:40","-0","226"
Cyclisme sur route,2021-04-02 08:08:14,false,"Marseille Cyclisme sur route","116,01","2.404","04:33:15","155","186","--","0","0","25,5","60,9","2.005","2.003","0,00","0,0","0,0","0","81","132","--","--","0,0","--","0","0","0,0","0,0","19808","0","0","0","0:00","6,0","0:00","Non","04:33:14.51.3","1","26,0","--","--","--","04:33:10","04:41:21","21","703"
Cyclisme sur route,2021-03-31 11:55:25,false,"Marseille - Échappées (2 fois)corr","38,30","801","01:26:57","149","182","--","0","0","26,4","56,3","678","674","0,00","0,0","0,0","0","83","128","--","--","0,0","--","0","0","0,0","0,0","6639","0","0","0","0:00","17,0","0:00","Non","00:30.00","13","25,0","--","--","--","01:26:55","01:27:11","41","323"
Cyclisme sur route,2021-03-30 12:46:35,false,"Marseille - Intervalles sprint de 30 secondes","30,48","607","01:08:58","139","196","--","0","0","26,5","51,2","279","303","0,00","0,0","0,0","0","77","141","--","--","0,0","--","0","0","0,0","0,0","4969","0","0","0","0:00","17,0","0:00","Non","00:05.00","20","21,0","--","--","--","01:08:52","01:09:34","90","182"
Cyclisme sur route,2021-03-27 07:28:42,false,"Marseille Cyclisme sur route","130,15","2.415","04:20:25","150","178","--","0","0","30,0","58,8","939","961","0,00","0,0","0,0","0","86","142","--","--","0,0","--","0","0","0,0","0,0","19846","0","0","0","0:00","10,0","0:00","Non","04:20:25.43.6","1","20,0","--","--","--","04:19:41","04:47:28","-47","356"
Cyclisme,2021-03-24 12:21:29,false,"Marseille - Échappées (3 fois)","33,74","714","01:15:13","153","179","--","0","0","26,9","54,6","617","647","0,00","0,0","0,0","0","82","117","--","--","0,0","--","0","0","0,0","0,0","5627","0","0","0","0:00","15,0","0:00","Non","00:00.00","15","19,0","--","--","--","01:13:05","01:15:13","71","293"
Cyclisme,2021-03-23 12:08:43,false,"Marseille Cyclisme","27,85","694","01:00:30","154","174","3,9","0","0","27,6","56,0","338","337","0,00","0,0","0,0","0","0","0","--","--","0,0","--","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","Non","00:05.63.8","7","0,0","--","--","--","01:00:04","01:00:30","48","139"
Cyclisme sur route,2021-03-23 12:08:39,false,"Marseille Cyclisme sur route","27,69","622","01:00:01","154","173","--","0","0","27,7","56,1","279","285","0,00","0,0","0,0","0","96","149","--","--","0,0","--","0","0","0,0","0,0","5592","0","0","0","0:00","15,0","0:00","Non","01:00:01.14.9","1","20,0","--","--","--","00:59:48","01:00:20","-6","80"
Cyclisme sur route,2021-03-21 08:03:13,false,"Marseille Cyclisme sur route","112,77","2.141","04:18:48","157","180","--","0","0","26,1","56,1","1.584","1.573","0,00","0,0","0,0","0","82","128","--","--","0,0","--","0","0","0,0","0,0","19872","0","0","0","0:00","0,0","0:00","Non","04:18:47.85.6","1","16,0","--","--","--","04:18:46","04:27:05","5","335"
Cyclisme sur route,2021-03-18 08:58:40,false,"Marseille Cyclisme sur route","100,03","2.189","03:36:13","157","195","--","0","0","27,8","62,2","1.524","1.526","0,00","0,0","0,0","0","82","136","--","--","0,0","--","0","0","0,0","0,0","16798","0","0","0","0:00","5,0","0:00","Non","21:28.12.4","2","17,0","--","--","--","03:36:09","03:43:08","21","491"
Cyclisme sur route,2021-03-15 11:46:09,false,"Marseille - Intervalles sprint de 30 secondes","34,05","615","01:16:05","139","176","--","0","0","26,8","54,0","401","430","0,00","0,0","0,0","0","71","134","--","--","0,0","--","0","0","0,0","0,0","5281","0","0","0","0:00","13,0","0:00","Non","00:05.00","20","17,0","--","--","--","01:16:03","01:19:45","51","212"
Cyclisme sur route,2021-03-13 12:59:29,false,"Marseille Cyclisme sur route","100,45","2.087","03:57:43","149","190","--","0","0","25,4","62,3","1.445","1.453","0,00","0,0","0,0","0","79","157","--","--","0,0","--","0","0","0,0","0,0","16519","0","0","0","0:00","7,0","0:00","Non","03:57:43.10.9","1","17,0","--","--","--","03:57:02","04:28:33","10","626"
Cyclisme sur route,2021-03-11 12:08:40,false,"Marseille - Intervalles de seuil de 10 minutes","44,55","876","01:41:04","148","177","--","0","0","26,4","55,6","846","875","0,00","0,0","0,0","0","83","126","--","--","0,0","--","0","0","0,0","0,0","7699","0","0","0","0:00","14,0","0:00","Non","00:00.00","14","18,0","--","--","--","01:29:46","01:41:28","51","269"
Cyclisme sur route,2021-03-09 11:27:04,false,"Marseille - Intervalles sprint de 30 secondes","31,89","651","01:09:23","146","200","--","0","0","27,6","49,9","366","391","0,00","0,0","0,0","0","78","117","--","--","0,0","--","0","0","0,0","0,0","5166","0","0","0","0:00","12,0","0:00","Non","00:05.00","20","16,0","--","--","--","01:09:21","01:10:31","51","222"
